"language","program","status","lang_type","execution_model","source_implemented","ran","source_dir","source_file","toolchain","compiler_or_front_end","compile_backend","runtime_backend","source_bytes","source_gzip_bytes","compile_time_ms","compile_cpu_ms","compile_cpu_pct","compile_peak_ws_kb","exec_startup_ms","exec_time_ms","exec_cpu_ms","exec_cpu_pct","exec_peak_ws_kb","exe_bytes","exe_upx_bytes","runtime_dep_bytes","exe_plus_deps_bytes","requested_as","requested_tool","listed_as","notes"
"OCaml","hello","implemented","compiled","AOT native","yes","yes","examples\ocaml","examples\ocaml\hello.ml","ocamlopt 5.5.0 (opam mingw64)","ocamlopt -O2","OCaml native / gcc (mingw64)","native","30","50","3439.6","15.6","0.5","14588","8.1","8.1","0","0","2636","3327357","30082","337408","371586","OCaml","ocamlopt","","ocamlopt 5.5.0 via opam default switch (mingw64 gcc); DkML ocamlopt 4.14 MSVC needs unmapped Y:/VS/ml64.exe; Bytes sieve; LSD radix 4x8; rerun median n=5 samples=[9.7, 8.2, 7.6, 8.1, 7.8]"
"OCaml","fibonacci","implemented","compiled","AOT native","yes","yes","examples\ocaml","examples\ocaml\fibonacci.ml","ocamlopt 5.5.0 (opam mingw64)","ocamlopt -O2","OCaml native / gcc (mingw64)","native","168","128","67.2","15.6","23.3","14032","8.1","7.9","0","0","2640","4039349","168138","337408","509642","OCaml","ocamlopt","","ocamlopt 5.5.0 via opam default switch (mingw64 gcc); DkML ocamlopt 4.14 MSVC needs unmapped Y:/VS/ml64.exe; Bytes sieve; LSD radix 4x8; rerun median n=5 samples=[7.9, 8.2, 7.4, 7.8, 7.9]"
"OCaml","prime_sieve","implemented","compiled","AOT native","yes","yes","examples\ocaml","examples\ocaml\prime_sieve.ml","ocamlopt 5.5.0 (opam mingw64)","ocamlopt -O2","OCaml native / gcc (mingw64)","native","544","265","66.6","15.6","23.5","13172","8.1","10.7","0","0","2636","4040850","179298","337408","520802","OCaml","ocamlopt","","ocamlopt 5.5.0 via opam default switch (mingw64 gcc); DkML ocamlopt 4.14 MSVC needs unmapped Y:/VS/ml64.exe; Bytes sieve; LSD radix 4x8; rerun median n=5 samples=[10.7, 10.4, 13.5, 11.2, 10.0]"
"OCaml","sorting","implemented","compiled","AOT native","yes","yes","examples\ocaml","examples\ocaml\sorting.ml","ocamlopt 5.5.0 (opam mingw64)","ocamlopt -O2","OCaml native / gcc (mingw64)","native","1067","431","65.8","31.2","47.5","14028","8.1","21.2","0","0","2636","4041385","179227","337408","520731","OCaml","ocamlopt","","ocamlopt 5.5.0 via opam default switch (mingw64 gcc); DkML ocamlopt 4.14 MSVC needs unmapped Y:/VS/ml64.exe; Bytes sieve; LSD radix 4x8; rerun median n=5 samples=[20.1, 20.9, 23.2, 21.2, 21.3]"
"Perl","hello","implemented","interpreted","interpreted","yes","yes","examples\perl","examples\perl\hello.pl","Strawberry 5.42.2","perl","perl opcodes","perl","25","45","","","","","21.2","21.2","46.9","146","2652","46592","","178951050","178951050","","","","rerun median n=5 samples=[24.4, 22.5, 21.2, 12.9, 18.5]"
"Perl","fibonacci","implemented","interpreted","interpreted","yes","yes","examples\perl","examples\perl\fibonacci.pl","Strawberry 5.42.2","perl","perl opcodes","perl","96","99","","","","","21.2","13.6","15.6","53.4","2652","46592","","178951050","178951050","","","","rerun median n=5 samples=[13.6, 15.0, 14.0, 11.3, 11.7]"
"Perl","prime_sieve","implemented","interpreted","interpreted","yes","yes","examples\perl","examples\perl\prime_sieve.pl","Strawberry 5.42.2","perl","perl opcodes","perl","381","221","","","","","21.2","160.7","15.6","53.9","2652","46592","","178951050","178951050","","","","rerun median n=5 samples=[159.0, 158.0, 160.8, 160.7, 164.1]"
"Perl","sorting","implemented","interpreted","interpreted","yes","yes","examples\perl","examples\perl\sorting.pl","Strawberry 5.42.2","perl","perl opcodes","perl","311","207","","","","","21.2","334.3","46.9","164.6","2656","46592","","178951050","178951050","","","","rerun median n=5 samples=[332.5, 328.0, 338.3, 350.6, 334.3]"
"PHP","hello","implemented","interpreted","interpreted","yes","yes","examples\php","examples\php\hello.php","PHP 8.4.24 NTS","php","Zend opcodes","Zend","30","50","","","","","32.4","32.4","15.6","26.3","2552","183296","","95431215","95431215","","","","rerun median n=5 samples=[29.4, 36.2, 34.1, 32.4, 31.3]"
"PHP","fibonacci","implemented","interpreted","interpreted","yes","yes","examples\php","examples\php\fibonacci.php","PHP 8.4.24 NTS","php","Zend opcodes","Zend","126","113","","","","","32.4","24.3","46.9","164.7","2684","183296","","95431215","95431215","","","","rerun median n=5 samples=[33.4, 24.3, 27.6, 24.1, 23.6]"
"PHP","prime_sieve","implemented","interpreted","interpreted","yes","yes","examples\php","examples\php\prime_sieve.php","PHP 8.4.24 NTS","php","Zend opcodes","Zend","386","206","","","","","32.4","70.1","62.5","221.4","2684","183296","","95431215","95431215","","","","rerun median n=5 samples=[63.2, 62.6, 75.9, 74.8, 70.1]"
"PHP","sorting","implemented","interpreted","interpreted","yes","yes","examples\php","examples\php\sorting.php","PHP 8.4.24 NTS","php","Zend opcodes","Zend","283","191","","","","","32.4","248.3","31.2","110.2","2684","183296","","95431215","95431215","","","","rerun median n=5 samples=[245.7, 248.3, 250.8, 244.1, 253.4]"
"Python","hello","implemented","interpreted","interpreted","yes","yes","examples\python","examples\python\hello.py","CPython 3.13.15","python","CPython bytecode","CPython","78","86","","","","","17.2","17.2","","","20900","105696","","105696","105696","","","","wait-for-exit; rerun median n=5 samples=[18.4, 16.1, 17.2, 17.0, 21.6]"
"Python","fibonacci","implemented","interpreted","interpreted","yes","yes","examples\python","examples\python\fibonacci.py","CPython 3.13.15","python","CPython bytecode","CPython","139","117","","","","","17.2","15.3","","","20236","105696","","105696","105696","","","","exec remesured (pipe hang in batch run); rerun median n=5 samples=[15.4, 15.2, 15.3, 15.2, 15.3]"
"Python","prime_sieve","implemented","interpreted","interpreted","yes","yes","examples\python","examples\python\prime_sieve.py","CPython 3.13.15","python","CPython bytecode","CPython","367","231","","","","","17.2","20.0","","","20212","105696","","105696","105696","","","","bytearray slice assign; rerun median n=5 samples=[20.0, 20.7, 19.9, 20.0, 20.3]"
"Python","sorting","implemented","interpreted","interpreted","yes","yes","examples\python","examples\python\sorting.py","CPython 3.13.15","python","CPython bytecode","CPython","303","179","","","","","17.2","273.4","","","20192","105696","","105696","105696","","","","LCG + list.sort; was random.randint ~482ms wrong answers; rerun median n=5 samples=[274.4, 273.4, 273.5, 272.7, 272.9]"
"Ruby","hello","implemented","interpreted","interpreted","yes","yes","examples\ruby","examples\ruby\hello.rb","Ruby 3.4.10","ruby","YARV","MRI YARV","21","41","","","","","102.8","102.8","78.1","54","18404","38400","","116202656","116202656","","","","rerun median n=5 samples=[109.8, 102.6, 101.6, 103.1, 102.8]"
"Ruby","fibonacci","implemented","interpreted","interpreted","yes","yes","examples\ruby","examples\ruby\fibonacci.rb","Ruby 3.4.10","ruby","YARV","MRI YARV","54","68","","","","","102.8","101.2","125","101.7","16904","38400","","116202656","116202656","","","","rerun median n=5 samples=[101.5, 100.8, 103.5, 101.2, 99.3]"
"Ruby","prime_sieve","implemented","interpreted","interpreted","yes","yes","examples\ruby","examples\ruby\prime_sieve.rb","Ruby 3.4.10","ruby","YARV","MRI YARV","309","197","","","","","102.8","134.7","109.4","89.3","16668","38400","","116202656","116202656","","","","rerun median n=5 samples=[135.9, 136.2, 133.8, 134.7, 133.2]"
"Ruby","sorting","implemented","interpreted","interpreted","yes","yes","examples\ruby","examples\ruby\sorting.rb","Ruby 3.4.10","ruby","YARV","MRI YARV","205","168","","","","","102.8","816.6","93.8","77.3","16708","38400","","116202656","116202656","","","","rerun median n=5 samples=[816.6, 826.2, 807.6, 826.3, 806.9]"
"Rust","hello","implemented","compiled","AOT native","yes","yes","examples\rust","examples\rust\hello.rs","rustc 1.96.0-nightly","cargo --release","LLVM","native","45","63","","","","","4.4","4.4","0","0","2640","125440","60416","","125952","","","","rerun median n=5 samples=[9.6, 4.4, 4.4, 4.2, 4.1]"
"Rust","fibonacci","implemented","compiled","AOT native","yes","yes","examples\rust","examples\rust\fibonacci.rs","rustc 1.96.0-nightly","cargo --release","LLVM","native","189","131","","","","","4.4","4.2","15.6","41.1","2640","125952","60416","","125952","","","","rerun median n=5 samples=[9.2, 4.2, 4.2, 4.2, 4.3]"
"Rust","prime_sieve","implemented","compiled","AOT native","yes","yes","examples\rust","examples\rust\prime_sieve.rs","rustc 1.96.0-nightly","cargo --release","LLVM","native","486","262","","","","","4.4","5.5","0","0","2640","126464","60928","","126464","","","","rerun median n=5 samples=[10.7, 5.8, 5.5, 5.4, 5.3]"
"Rust","sorting","implemented","compiled","AOT native","yes","yes","examples\rust","examples\rust\sorting.rs","rustc 1.96.0-nightly","cargo --release","LLVM","native","1104","280","","","","","4.4","10.5","31.2","51.3","2640","1237556","65024","","133632","","","","rerun median n=5 samples=[11.1, 10.6, 10.5, 10.4, 10.1]"
"SQL (SQLite)","hello","implemented","bytecode","bytecode VM","yes","yes","examples\sql","examples\sql\hello.sql","sqlite3 3.51.1","sqlite3","SQLite bytecode","SQLite VDBE","24","44","","","","","15.9","15.9","0","0","3960","3897344","","0","","","","","rerun median n=5 samples=[16.8, 15.3, 20.8, 15.9, 11.6]"
"SQL (SQLite)","fibonacci","implemented","bytecode","bytecode VM","yes","yes","examples\sql","examples\sql\fibonacci.sql","sqlite3 3.51.1","sqlite3","SQLite bytecode","SQLite VDBE","143","123","","","","","15.9","10.4","0","0","3960","3897344","","0","","","","","rerun median n=5 samples=[10.8, 10.4, 10.2, 10.4, 11.5]"
"SQL (SQLite)","prime_sieve","implemented","bytecode","bytecode VM","yes","yes","examples\sql","examples\sql\prime_sieve.sql","sqlite3 3.51.1","sqlite3","SQLite bytecode","SQLite VDBE","951","445","","","","","15.9","1424.3","","","","3897344","","","","","","sieve is SQL join; exec time from earlier full run (batch .read likely aborted)","rerun median n=3 samples=[1426.9, 1423.5, 1424.3]"
"SQL (SQLite)","sorting","implemented","bytecode","bytecode VM","yes","yes","examples\sql","examples\sql\sorting.sql","sqlite3 3.51.1","sqlite3","SQLite bytecode","SQLite VDBE","526","313","","","","","15.9","454.3","0","0","3964","3897344","","0","","","","","rerun median n=5 samples=[447.4, 452.6, 456.7, 456.9, 454.3]"
"X86 Assembly (NASM)","hello","implemented","compiled","AOT native","yes","yes","examples\nasm","examples\nasm\hello.asm","nasm 3.02","nasm -f win64","nasm","native","475","291","89.2","15.6","26","2660","3.2","3.2","0","0","2636","107520","51712","","107520","X86 Assembly (nasm)","nasm","not installed","retimed; rerun median n=5 samples=[7.1, 3.4, 3.2, 3.2, 3.1]"
"X86 Assembly (NASM)","fibonacci","implemented","compiled","AOT native","yes","yes","examples\nasm","examples\nasm\fibonacci.asm","nasm 3.02","nasm -f win64","nasm","native","1022","448","50.2","31.2","101.3","2660","3.2","3.2","0","0","2636","107520","51712","","107520","X86 Assembly (nasm)","nasm","not installed","heapsort; rerun median n=5 samples=[7.2, 3.1, 3.1, 3.4, 3.2]"
"X86 Assembly (NASM)","prime_sieve","implemented","compiled","AOT native","yes","yes","examples\nasm","examples\nasm\prime_sieve.asm","nasm 3.02","nasm -f win64","nasm","native","1993","712","52.9","31.2","104.3","2660","3.2","5.1","0","0","2636","107520","51712","","107520","X86 Assembly (nasm)","nasm","not installed","retimed; rerun median n=5 samples=[8.0, 5.2, 5.1, 5.0, 4.9]"
"X86 Assembly (NASM)","sorting","implemented","compiled","AOT native","yes","yes","examples\nasm","examples\nasm\sorting.asm","nasm 3.02","nasm -f win64","nasm","native","3536","1197","51.6","15.6","51.4","11460","3.2","9.5","78.1","2","9288","108032","51712","","108032","X86 Assembly (nasm)","nasm","not installed","LSD radix retimed; rerun median n=5 samples=[12.0, 9.3, 10.2, 9.5, 9.5]"
"Zig","hello","implemented","compiled","AOT native","yes","yes","examples\zig","examples\zig\hello.zig","zig 0.16.0","zig build-exe -O ReleaseFast","LLVM","native","97","111","47.7","0","0","2640","3.3","3.3","0","0","2640","556032","206336","","803840","Zig","zig","not installed","ReleaseFast retimed; rerun median n=5 samples=[8.0, 3.4, 3.2, 3.3, 3.0]"
"Zig","fibonacci","implemented","compiled","AOT native","yes","yes","examples\zig","examples\zig\fibonacci.zig","zig 0.16.0","zig build-exe -O ReleaseFast","LLVM","native","271","185","25.6","0","0","2640","3.3","3.0","0","0","2644","803840","206336","","803840","Zig","zig","not installed","Zig 0.16 std; rerun median n=5 samples=[8.3, 3.0, 3.0, 3.0, 3.0]"
"Zig","prime_sieve","implemented","compiled","AOT native","yes","yes","examples\zig","examples\zig\prime_sieve.zig","zig 0.16.0","zig build-exe -O ReleaseFast","LLVM","native","677","325","26.3","0","0","2644","3.3","4.2","0","0","2640","563712","208384","","811520","Zig","zig","not installed","u8 sieve ReleaseFast; rerun median n=5 samples=[7.4, 4.2, 4.1, 4.1, 4.2]"
"Zig","sorting","implemented","compiled","AOT native","yes","yes","examples\zig","examples\zig\sorting.zig","zig 0.16.0","zig build-exe -O ReleaseFast","LLVM","native","488","317","25.5","0","0","2640","3.3","8.6","62.5","67.9","7068","567808","224256","","845824","Zig","zig","not installed","std.sort.pdq i32; was std.mem.sort ~92ms; rerun median n=5 samples=[67.1, 66.9, 66.9, 64.9, 64.1]; LSD radix 4x8; was comparison sort"
"Bash / POSIX sh","","not_implemented","interpreted","interpreted","no","no","","","","bash","shell","interpreter","","","","","","","","","","","","","","","","","","","not a bench language"
"Roto","","not_implemented","jit","JIT","no","no","","","","roto","Roto (Rust)","Roto","","","","","","","","","","","","","","","","Roto","roto","not installed","requested"
"Ante","","not_implemented","compiled","AOT native","no","no","","","","ante","LLVM","native","","","","","","","","","","","","","","","","Ante","ante","not installed","requested"
"TypeScript","hello","implemented","transpiled","transpiled+JIT","yes","yes","examples\typescript","examples\typescript\hello.ts","tsc + Node 25.6.1","tsc","TypeScript->JS","V8","30","50","549.8","","","","35.9","35.9","","","","95120384","","","","","","","tsc + node retimed; rerun median n=5 samples=[42.7, 42.2, 35.9, 34.9, 35.8]"
"TypeScript","fibonacci","implemented","transpiled","transpiled+JIT","yes","yes","examples\typescript","examples\typescript\fibonacci.ts","tsc + Node 25.6.1","tsc","TypeScript->JS","V8","123","111","549.8","","","","35.9","36.9","","","","95120384","","","","","","","rerun median n=5 samples=[36.9, 35.4, 37.3, 36.4, 36.9]"
"TypeScript","prime_sieve","implemented","transpiled","transpiled+JIT","yes","yes","examples\typescript","examples\typescript\prime_sieve.ts","tsc + Node 25.6.1","tsc","TypeScript->JS","V8","324","228","549.8","","","","35.9","42.4","","","","95120384","","","","","","","Uint8Array; was boolean[]; rerun median n=5 samples=[42.0, 42.4, 42.1, 43.0, 43.2]"
"TypeScript","sorting","implemented","transpiled","transpiled+JIT","yes","yes","examples\typescript","examples\typescript\sorting.ts","tsc + Node 25.6.1","tsc","TypeScript->JS","V8","274","229","549.8","","","","35.9","52.6","","","","95120384","","","","","","","Int32Array.sort; was boxed Array+compare ~226ms; rerun median n=5 samples=[91.8, 92.1, 92.1, 93.8, 94.9]; LSD radix 4x8; was comparison sort"
"Swift","hello","implemented","compiled","AOT native","yes","yes","examples\swift","examples\swift\hello.swift","swiftc 6.0.2","swiftc -O","LLVM","native","23","43","1211.2","","","","15.1","15.1","","","","20992","","","","","","","swiftc -O retimed; rerun median n=5 samples=[20.4, 13.6, 14.6, 15.1, 17.1]"
"Swift","fibonacci","implemented","compiled","AOT native","yes","yes","examples\swift","examples\swift\fibonacci.swift","swiftc 6.0.2","swiftc -O","LLVM","native","105","102","347.7","","","","15.1","13.9","","","","21504","","","","","","","rerun median n=5 samples=[19.0, 13.9, 14.5, 13.5, 13.6]"
"Swift","prime_sieve","implemented","compiled","AOT native","yes","yes","examples\swift","examples\swift\prime_sieve.swift","swiftc 6.0.2","swiftc -O","LLVM","native","615","230","408.2","","","","15.1","15.4","","","","22528","","","","","","","[UInt8] sieve; rerun median n=5 samples=[23.8, 18.3, 18.2, 18.6, 18.4]; odd-only byte buffer via UnsafeMutablePointer; was [UInt8] Array ~18.4ms"
"Swift","sorting","implemented","compiled","AOT native","yes","yes","examples\swift","examples\swift\sorting.swift","swiftc 6.0.2","swiftc -O","LLVM","native","263","210","793.9","","","","15.1","21.9","","","","26112","","","","","","","[Int32].sort; was [Int] 64-bit; rerun median n=5 samples=[83.8, 80.3, 78.4, 78.6, 80.1]; LSD radix 4x8; was comparison sort"
"Fortran","hello","implemented","compiled","AOT native","yes","yes","examples\fortran","examples\fortran\hello.f90","gfortran (Strawberry)","gfortran -O2","GCC","native","59","66","148.5","","","","6.4","6.4","","","","64783","","","","","","","gfortran retimed; rerun median n=5 samples=[13.3, 7.5, 6.1, 6.4, 6.0]"
"Fortran","fibonacci","implemented","compiled","AOT native","yes","yes","examples\fortran","examples\fortran\fibonacci.f90","gfortran (Strawberry)","gfortran -O2","GCC","native","204","144","132.6","","","","6.4","6.0","","","","64779","","","","","","","rerun median n=5 samples=[10.4, 6.0, 5.9, 6.0, 5.8]"
"Fortran","prime_sieve","implemented","compiled","AOT native","yes","yes","examples\fortran","examples\fortran\prime_sieve.f90","gfortran (Strawberry)","gfortran -O2","GCC","native","595","292","141.7","","","","6.4","9.6","","","","65669","","","","","","","retimed; csv 29.8ms harness floor; rerun median n=5 samples=[15.3, 10.1, 9.1, 9.6, 9.0]"
"Fortran","sorting","implemented","compiled","AOT native","yes","yes","examples\fortran","examples\fortran\sorting.f90","gfortran (Strawberry)","gfortran -O2","GCC","native","1004","468","137.1","","","","6.4","19.3","","","","65702","","","","","","","custom qsort retimed wait-for-exit; rerun median n=5 samples=[60.3, 56.8, 58.1, 57.6, 56.9]; LSD radix 4x8; was comparison sort"
"PowerShell","hello","implemented","interpreted","interpreted","yes","yes","examples\powershell","examples\powershell\hello.ps1","Windows PowerShell 5.1","powershell -File","CIL","CLR","29","49","","","","","165.4","165.4","","","","454656","","","","","","","rerun median n=5 samples=[159.8, 162.9, 185.4, 165.4, 168.2]"
"PowerShell","fibonacci","implemented","interpreted","interpreted","yes","yes","examples\powershell","examples\powershell\fibonacci.ps1","Windows PowerShell 5.1","powershell -File","CIL","CLR","131","116","","","","","165.4","173.2","","","","454656","","","","","","","rerun median n=5 samples=[176.2, 162.1, 173.2, 162.1, 179.1]"
"PowerShell","prime_sieve","implemented","interpreted","interpreted","yes","yes","examples\powershell","examples\powershell\prime_sieve.ps1","Windows PowerShell 5.1","powershell -File","CIL","CLR","609","228","","","","","165.4","213.9","","","","454656","","","","","","","rerun median n=5 samples=[224.9, 211.4, 222.3, 213.3, 213.9]"
"PowerShell","sorting","implemented","interpreted","interpreted","yes","yes","examples\powershell","examples\powershell\sorting.ps1","Windows PowerShell 5.1","powershell -File","CIL","CLR","1357","183","","","","","165.4","237.1","","","","454656","","","","","","","rerun median n=5 samples=[231.8, 237.1, 227.5, 241.4, 238.1]"
"Objective-C","hello","implemented","compiled","AOT native","yes","yes","examples\objc","examples\objc\hello.m","clang 17","clang -O2","LLVM","native","83","97","","","","","4.0","4.0","","","","110080","","","","","","","clang -O2 retimed; csv 118ms was harness; rerun median n=5 samples=[8.1, 4.1, 4.0, 3.6, 3.6]"
"Objective-C","fibonacci","implemented","compiled","AOT native","yes","yes","examples\objc","examples\objc\fibonacci.m","clang 17","clang -O2","LLVM","native","251","172","","","","","4.0","3.7","","","","139776","","","","","","","C-style .m; rerun median n=5 samples=[8.3, 3.7, 3.7, 3.6, 3.5]"
"Objective-C","prime_sieve","implemented","compiled","AOT native","yes","yes","examples\objc","examples\objc\prime_sieve.m","clang 17","clang -O2","LLVM","native","530","275","","","","","4.0","4.6","","","","140800","","","","","","","retimed; rerun median n=5 samples=[8.0, 4.6, 4.5, 4.6, 4.8]"
"Objective-C","sorting","implemented","compiled","AOT native","yes","yes","examples\objc","examples\objc\sorting.m","clang 17","clang -O2","LLVM","native","1357","341","","","","","4.0","9.7","","","","140800","","","","","","","typed introsort; was libc qsort ~87ms; rerun median n=5 samples=[52.9, 50.4, 51.0, 50.1, 50.6]; LSD radix 4x8; was comparison sort"
"Crystal","hello","implemented","compiled","AOT native","yes","yes","examples\crystal","examples\crystal\hello.cr","Crystal 1.21.0","crystal build --release","LLVM","native","21","41","3820.1","","","","9.1","9.1","","","","456192","","","","","","","retimed; rerun median n=5 samples=[14.5, 9.1, 8.9, 8.7, 9.3]"
"Crystal","fibonacci","implemented","compiled","AOT native","yes","yes","examples\crystal","examples\crystal\fibonacci.cr","Crystal 1.21.0","crystal build --release","LLVM","native","62","72","3706.3","","","","9.1","9.8","","","","457216","","","","","","","rerun median n=5 samples=[16.8, 8.6, 10.7, 9.7, 9.8]"
"Crystal","prime_sieve","implemented","compiled","AOT native","yes","yes","examples\crystal","examples\crystal\prime_sieve.cr","Crystal 1.21.0","crystal build --release","LLVM","native","316","207","3731.6","","","","9.1","11.5","","","","458240","","","","","","","retimed; rerun median n=5 samples=[16.0, 11.4, 11.1, 11.5, 11.6]"
"Crystal","sorting","implemented","compiled","AOT native","yes","yes","examples\crystal","examples\crystal\sorting.cr","Crystal 1.21.0","crystal build --release","LLVM","native","214","175","3774.3","","","","9.1","16.6","","","","460288","","","","","","","Array(Int32).sort! retimed; rerun median n=5 samples=[58.0, 54.4, 54.4, 54.6, 54.6]; LSD radix 4x8; was comparison sort"
"LuaJIT","hello","implemented","jit","JIT","yes","yes","examples\lua","examples\lua\hello.lua","LuaJIT 2.1.19907","luajit","Lua bytecode","LuaJIT DynASM","23","43","","","","","8.5","8.5","","","","294912","","","","Lua (luajit)","luajit","not installed","rerun median n=5 samples=[11.4, 14.1, 8.5, 5.4, 5.4]"
"LuaJIT","fibonacci","implemented","jit","JIT","yes","yes","examples\lua","examples\lua\fibonacci.lua","LuaJIT 2.1.19907","luajit","Lua bytecode","LuaJIT DynASM","78","85","","","","","8.5","7.2","","","","294912","","","","Lua (luajit)","luajit","not installed","rerun median n=5 samples=[15.6, 7.2, 5.1, 5.9, 12.8]"
"LuaJIT","prime_sieve","implemented","jit","JIT","yes","yes","examples\lua","examples\lua\prime_sieve.lua","LuaJIT 2.1.19907","luajit","Lua bytecode","LuaJIT DynASM","354","211","","","","","8.5","14.4","","","","294912","","","","Lua (luajit)","luajit","not installed","rerun median n=5 samples=[13.3, 15.4, 24.0, 14.4, 13.8]"
"LuaJIT","sorting","implemented","jit","JIT","yes","yes","examples\lua","examples\lua\sorting.lua","LuaJIT 2.1.19907","luajit","Lua bytecode","LuaJIT DynASM","839","198","","","","","8.5","42.9","","","","294912","","","","Lua (luajit)","luajit","not installed","rerun median n=5 samples=[39.3, 43.8, 42.9, 42.5, 43.8]"
"Scala","hello","implemented","jit","JIT","yes","yes","examples\scala","examples\scala\hello.scala","Scala CLI 1.15 / Scala 3.8.4","java -jar hello.jar","Scala JVM bytecode","HotSpot JVM","44","61","35145.4","","","","103.0","103.0","","","","50344","","","","","","","java -jar assembly; rerun median n=5 samples=[106.2, 101.9, 103.6, 102.6, 103.0]"
"Scala","fibonacci","implemented","jit","JIT","yes","yes","examples\scala","examples\scala\fibonacci.scala","Scala CLI 1.15 / Scala 3.8.4","scala-cli run","Scala JVM bytecode","HotSpot JVM","141","116","777.2","","","","103.0","102.9","","","","50344","","","","","","","java -jar; csv 777ms included scala-cli compile; rerun median n=5 samples=[101.7, 101.5, 103.7, 102.9, 106.9]"
"Scala","prime_sieve","implemented","jit","JIT","yes","yes","examples\scala","examples\scala\prime_sieve.scala","Scala CLI 1.15 / Scala 3.8.4","scala-cli run","Scala JVM bytecode","HotSpot JVM","408","214","772.4","","","","103.0","126.6","","","","50344","","","","","","","java -jar; csv 772ms included compile; rerun median n=5 samples=[126.6, 124.9, 127.2, 125.8, 127.8]"
"Scala","sorting","implemented","jit","JIT","yes","yes","examples\scala","examples\scala\sorting.scala","Scala CLI 1.15 / Scala 3.8.4","scala-cli run","Scala JVM bytecode","HotSpot JVM","297","221","748.5","","","","103.0","128.2","","","","50344","","","","","","","java -jar Arrays.sort; csv 748ms included compile; rerun median n=5 samples=[192.0, 192.2, 192.5, 194.7, 201.1]; LSD radix 4x8; was comparison sort"
"Groovy","hello","implemented","jit","JIT","yes","yes","examples\groovy","examples\groovy\hello.groovy","Groovy 4.0.32","groovy","Groovy JVM bytecode","HotSpot JVM","24","44","","","","","980.0","980.0","","","","1452","","","","","","","rerun median n=3 samples=[967.7, 991.9, 980.0]"
"Groovy","fibonacci","implemented","jit","JIT","yes","yes","examples\groovy","examples\groovy\fibonacci.groovy","Groovy 4.0.32","groovy","Groovy JVM bytecode","HotSpot JVM","97","92","","","","","980.0","1084.2","","","","1452","","","","","","","rerun median n=3 samples=[1112.4, 1074.7, 1084.2]"
"Groovy","prime_sieve","implemented","jit","JIT","yes","yes","examples\groovy","examples\groovy\prime_sieve.groovy","Groovy 4.0.32","groovy","Groovy JVM bytecode","HotSpot JVM","353","218","","","","","980.0","1399.1","","","","1452","","","","","","","rerun median n=3 samples=[1397.6, 1399.1, 1403.7]"
"Groovy","sorting","implemented","jit","JIT","yes","yes","examples\groovy","examples\groovy\sorting.groovy","Groovy 4.0.32","groovy","Groovy JVM bytecode","HotSpot JVM","245","194","","","","","980.0","1324.0","","","","1452","","","","","","","rerun median n=3 samples=[1288.4, 1342.8, 1324.0]"
"R","hello","implemented","interpreted","interpreted","yes","yes","examples\r","examples\r\hello.R","R 4.6.1","Rscript","GNU R","R","23","43","","","","","134.4","134.4","","","","154624","","","","R","Rscript","not installed","rerun median n=5 samples=[137.2, 139.1, 127.7, 134.4, 134.0]"
"R","fibonacci","implemented","interpreted","interpreted","yes","yes","examples\r","examples\r\fibonacci.R","R 4.6.1","Rscript","GNU R","R","96","98","","","","","134.4","143.1","","","","154624","","","","R","Rscript","not installed","rerun median n=5 samples=[132.5, 143.1, 150.3, 139.5, 144.4]"
"R","prime_sieve","implemented","interpreted","interpreted","yes","yes","examples\r","examples\r\prime_sieve.R","R 4.6.1","Rscript","GNU R","R","254","212","","","","","134.4","148.4","","","","154624","","","","R","Rscript","not installed","rerun median n=5 samples=[162.1, 149.2, 148.4, 142.7, 139.0]"
"R","sorting","implemented","interpreted","interpreted","yes","yes","examples\r","examples\r\sorting.R","R 4.6.1","Rscript","GNU R","R","300","152","","","","","134.4","354.0","","","","154624","","","","R","Rscript","not installed","rerun median n=5 samples=[361.4, 352.4, 354.0, 356.5, 352.0]"
"Tcl","hello","implemented","interpreted","interpreted","yes","yes","examples\tcl","examples\tcl\hello.tcl","Tcl 8.6.16","tclsh","Tcl bytecode","Tcl","21","41","","","","","11.9","11.9","","","","64000","","","","","","","rerun median n=5 samples=[24.4, 14.1, 11.9, 11.6, 11.6]"
"Tcl","fibonacci","implemented","interpreted","interpreted","yes","yes","examples\tcl","examples\tcl\fibonacci.tcl","Tcl 8.6.16","tclsh","Tcl bytecode","Tcl","127","113","","","","","11.9","11.8","","","","64000","","","","","","","rerun median n=5 samples=[11.9, 12.7, 11.8, 11.8, 11.5]"
"Tcl","prime_sieve","implemented","interpreted","interpreted","yes","yes","examples\tcl","examples\tcl\prime_sieve.tcl","Tcl 8.6.16","tclsh","Tcl bytecode","Tcl","409","203","","","","","11.9","781.3","","","","64000","","","","","","","rerun median n=5 samples=[772.4, 781.3, 764.4, 837.2, 827.0]"
"Tcl","sorting","implemented","interpreted","interpreted","yes","yes","examples\tcl","examples\tcl\sorting.tcl","Tcl 8.6.16","tclsh","Tcl bytecode","Tcl","293","199","","","","","11.9","829.5","","","","64000","","","","","","","rerun median n=5 samples=[848.6, 841.0, 823.8, 816.6, 829.5]"
